id,news_object_id,web_url,snippet,lead_paragraph,abstract,print_page,blog,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,subsection_name,byline,type_of_material,_id,word_count,slideshow_credits
11949,11949,http://www.nytimes.com/2015/06/03/nyregion/3-teenagers-are-charged-in-rape-in-chinatown.html,"The 16-year-olds, who live in a Boys Town residence in Brooklyn, were charged with raping and robbing a woman they encountered at an Internet cafe, the police said.","The 16-year-olds, who live in a Boys Town residence in Brooklyn, were charged with raping and robbing a woman they encountered at an Internet cafe, the police said.","Teenagers Eric Pek, Emanuel Burrows and Sanat Asliev are arrested and charged as adults for assault, rape and robbery of woman in Manhattan's Chinatown neighborhood; police track boys, who were caught by surveillance cameras at all-night deli and in woman's apartment building, to residence in Brooklyn run by Boys Town organization.",26,[],"The New York Times",[],"{""print_headline"":""Rape and Robbery Follow a Chinatown Encounter; 3 Teenagers Are Arrested"",""main"":""3 Teenagers Are Arrested in Rape in Chinatown""}","[{""rank"":""1"",""name"":""subject"",""value"":""Assaults"",""is_major"":""Y""},{""rank"":""2"",""name"":""subject"",""value"":""Sex Crimes"",""is_major"":""Y""},{""rank"":""3"",""name"":""subject"",""value"":""Robberies and Thefts"",""is_major"":""Y""},{""rank"":""5"",""name"":""persons"",""value"":""Burrowes, Emanuel"",""is_major"":""N""},{""rank"":""6"",""name"":""persons"",""value"":""Asliev, Sanat"",""is_major"":""Y""},{""rank"":""7"",""name"":""persons"",""value"":""Pek, Eric"",""is_major"":""Y""},{""rank"":""8"",""name"":""glocations"",""value"":""Chinatown (Manhattan, NY)"",""is_major"":""N""}]",2015-06-03T00:00:00Z,article,Metro,"N.Y. / Region",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,556de11479881067f08c6d94,757,null
1466,1466,http://www.nytimes.com/2010/11/04/garden/04botz.html,"Corinne May Botz’s photography explores the spaces of people who have unusual relationships with their environments. But she keeps her own space streamlined.","Corinne May Botz’s photography explores the spaces of people who have unusual relationships with their environments. But she keeps her own space streamlined.",null,1,[],"The New York Times","[{""height"":370,""subtype"":""xlarge"",""width"":600,""type"":""image"",""url"":""images/2010/11/04/garden/04botz-span/04botz-span-articleLarge.jpg"",""legacy"":{""xlargeheight"":""370"",""xlargewidth"":""600"",""xlarge"":""images/2010/11/04/garden/04botz-span/04botz-span-articleLarge.jpg""}},{""height"":75,""subtype"":""thumbnail"",""width"":75,""type"":""image"",""url"":""images/2010/11/04/garden/04botz-span/04botz-span-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/11/04/garden/04botz-span/04botz-span-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Corinne May Botz, Photographer of Possession Disorders, at Home"",""print_headline"":""Accumulation And Its Discontents"",""main"":""Documenting Accumulation and Its Discontents""}","[{""rank"":""2"",""name"":""subject"",""value"":""Photography"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Interior Design and Furnishings"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Books and Literature"",""is_major"":""N""}]",2010-11-04T00:00:00Z,article,Home,"Home & Garden",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,5420456f79881027876d037d,1483,null
7413,7413,http://www.nytimes.com/2014/02/02/world/europe/spurred-by-global-crises-germany-weighs-a-more-muscular-foreign-policy.html,"Some German leaders are even suggesting that the country should no longer reflexively avoid some military deployments, as it did in Libya almost three years ago.","Some German leaders are even suggesting that the country should no longer reflexively avoid some military deployments, as it did in Libya almost three years ago.","Some German leaders are pushing for country to be more active in foreign affairs and stop reflexively avoiding military deployments; Chancellor Angela Merkel has yet to weigh in on subject.",11,[],"The New York Times",[],"{""print_headline"":""Spurred by Global Crises, Germany Weighs a More Muscular Foreign Policy"",""main"":""Spurred by Global Crises, Germany Weighs a More Muscular Foreign Policy""}","[{""rank"":""5"",""name"":""persons"",""value"":""Gauck, Joachim"",""is_major"":""N""},{""rank"":""1"",""name"":""glocations"",""value"":""Germany"",""is_major"":""Y""},{""rank"":""8"",""name"":""subject"",""value"":""Espionage and Intelligence Services"",""is_major"":""N""},{""rank"":""6"",""name"":""persons"",""value"":""von der Leyen, Ursula"",""is_major"":""N""},{""rank"":""9"",""name"":""glocations"",""value"":""Libya"",""is_major"":""N""},{""rank"":""7"",""name"":""persons"",""value"":""Rottgen, Norbert"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""International Relations"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Defense and Military Forces"",""is_major"":""N""},{""rank"":""4"",""name"":""persons"",""value"":""Merkel, Angela"",""is_major"":""Y""}]",2014-02-02T00:00:00Z,article,Foreign,World,Europe,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,52edbca879881040d3bfd347,1071,null
6107,6107,http://www.nytimes.com/2013/06/24/world/asia/nsa-leaker-leaves-hong-kong-local-officials-say.html,"Edward J. Snowden arrived in Moscow on Sunday as American officials pressed Russia to turn him over and warned countries in Latin America not to harbor him or allow him passage.","Edward J. Snowden arrived in Moscow on Sunday as American officials pressed Russia to turn him over and warned countries in Latin America not to harbor him or allow him passage.","Edward J Snowden arrives in Moscow from Hong Kong, as American officials press Russia to turn him over on charges of espionage; has been aided in his escape by Wikileaks and is considering potential destinations including Ecuador; frustrated Obama administration warns countries in Latin America not to harbor Snowden or allow him passage, escalating international hunt that threatens to strain relations on three continents.",1,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2013/06/24/world/24snowden_1/24snowden_1-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2013/06/24/world/24snowden_1/24snowden_1-thumbWide.jpg"",""widewidth"":""190""}},{""height"":399,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2013/06/24/world/24snowden_1/24snowden_1-articleLarge.jpg"",""legacy"":{""xlargeheight"":""399"",""xlargewidth"":""600"",""xlarge"":""images/2013/06/24/world/24snowden_1/24snowden_1-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2013/06/24/world/24snowden_1/24snowden_1-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2013/06/24/world/24snowden_1/24snowden_1-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""U.S. Traces Path As N.S.A. Leaker Flees Hong Kong"",""main"":""Snowden, in Russia, Seeks Asylum in Ecuador""}","[{""rank"":""1"",""name"":""persons"",""value"":""Snowden, Edward J"",""is_major"":""Y""},{""rank"":""2"",""name"":""organizations"",""value"":""National Security Agency"",""is_major"":""Y""},{""rank"":""3"",""name"":""glocations"",""value"":""Hong Kong"",""is_major"":""Y""},{""rank"":""4"",""name"":""subject"",""value"":""Surveillance of Citizens by Government"",""is_major"":""Y""},{""rank"":""5"",""name"":""subject"",""value"":""United States International Relations"",""is_major"":""N""},{""rank"":""6"",""name"":""glocations"",""value"":""Russia"",""is_major"":""Y""},{""rank"":""7"",""name"":""glocations"",""value"":""Ecuador"",""is_major"":""Y""},{""rank"":""8"",""name"":""subject"",""value"":""Classified Information and State Secrets"",""is_major"":""N""}]",2013-06-24T00:00:00Z,article,Foreign,World,"Asia Pacific","{""person"":[{""organization"":"""",""rank"":1,""role""",News,51c6b7147988106fb96664e8,1627,null
2915,2915,http://query.nytimes.com/gst/fullpage.html?res=9F01E6D8153EF936A1575AC0A9679D8B63,"A  NEW set of terms and conditions for the OnStar service, the General Motors-supported safety and connectivity system, is generating privacy concerns among some subscribers, many of whom have long raised questions about the potential for abuse.     ...","A NEW set of terms and conditions for the OnStar service, the General Motors-supported safety and connectivity system, is generating privacy concerns among some subscribers, many of whom have long raised questions about the potential for abuse. Last week, OnStar sent e-mails notifying customers of changes in the company's policies. Two changes in those terms raised concerns from the standpoint of privacy. The first regards what happens when a customer cancels the service. Until now, when OnStar service stopped, so did the vehicle's two-way communications system.",null,4,[],"The New York Times",[],"{""kicker"":""THE BLOG"",""main"":""Changed Terms Rile OnStar Users""}",[],2011-09-25T00:00:00Z,article,Automobiles,Automobiles,null,"{""person"":[{""rank"":1,""organization"":"""",""middl",News,4fd2a37f8eb7c8105d889275,430,null
29,29,http://www.nytimes.com/2010/01/09/world/europe/09europe.html,"The French government said Friday that it would begin putting a handful of the scanners into place for testing at Charles de Gaulle and Orly airports to use for American-bound flights.","The French government said Friday that it would begin putting a handful of the scanners into place for testing at Charles de Gaulle and Orly airports to use for American-bound flights.",null,null,[],"The New York Times",[],"{""print_headline"":""France to Begin Test of Scanners as European Debate Continues"",""main"":""France to Begin Test of Body Scanners""}","[{""rank"":""1"",""name"":""subject"",""value"":""Scanning Devices"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Airlines and Airplanes"",""is_major"":""N""},{""rank"":""3"",""name"":""glocations"",""value"":""France"",""is_major"":""N""},{""rank"":""4"",""name"":""subject"",""value"":""Security and Warning Systems"",""is_major"":""N""},{""rank"":""5"",""name"":""subject"",""value"":""Airports"",""is_major"":""N""},{""rank"":""6"",""name"":""subject"",""value"":""X-Rays"",""is_major"":""N""},{""rank"":""7"",""name"":""subject"",""value"":""Privacy"",""is_major"":""N""}]",2010-01-09T00:00:00Z,article,Foreign,World,Europe,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,54248f1279881017ba4e85fc,566,null
6199,6199,http://www.nytimes.com/2013/07/11/fashion/all-lenses-turn-to-sweden.html,"Princess Madeleine of Sweden, 30 and newly married, attended the Valentino couture show in Paris.","Princess Madeleine of Sweden, 30 and newly married, attended the Valentino couture show in Paris.","European press and fashion insiders have turned their attention to newly married and stylish Princess Madeleine of Sweden, who attended the Valentino couture show in Paris.",7,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2013/07/11/fashion/11NOTED/11zNOTED-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2013/07/11/fashion/11NOTED/11zNOTED-thumbWide.jpg"",""widewidth"":""190""}},{""height"":930,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2013/07/11/fashion/11NOTED/11zNOTED-articleLarge.jpg"",""legacy"":{""xlargeheight"":""930"",""xlargewidth"":""600"",""xlarge"":""images/2013/07/11/fashion/11NOTED/11zNOTED-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2013/07/11/fashion/11NOTED/11zNOTED-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2013/07/11/fashion/11NOTED/11zNOTED-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""All Lenses Turn To Sweden"",""content_kicker"":""Noted"",""kicker"":""Noted"",""main"":""All Lenses Turn to Sweden""}","[{""rank"":""1"",""name"":""subject"",""value"":""Royal Family"",""is_major"":""N""},{""rank"":""2"",""name"":""glocations"",""value"":""Sweden"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Fashion and Apparel"",""is_major"":""Y""},{""rank"":""4"",""name"":""persons"",""value"":""Madeleine, Princess of Sweden"",""is_major"":""Y""}]",2013-07-11T00:00:00Z,article,Styles,"Fashion & Style",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,51ddd2637988106fb9669cd4,515,null
1483,1483,http://query.nytimes.com/gst/fullpage.html?res=9A00EFD7103CF934A35752C1A9669D8B63,"When it comes to luxury in the Caribbean, there is no shortage of offerings.     Want a butler for your beachfront room? Done. Need a place to park your megayacht? No problem. How about a fully staffed estate on your very own private island? Take...","When it comes to luxury in the Caribbean, there is no shortage of offerings. Want a butler for your beachfront room? Done. Need a place to park your megayacht? No problem. How about a fully staffed estate on your very own private island? Take your pick.",null,10,[],"The New York Times",[],"{""kicker"":""LUXURY"",""main"":""Your Own No-Fly Zone? If Price Is No Object""}",[],2010-11-07T00:00:00Z,article,"Travel Desk",Travel,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,4fd2b78d8eb7c8105d8ac614,901,null
12930,12930,http://www.nytimes.com/2015/10/12/nyregion/a-star-trek-dream-spread-from-upstate-new-york.html,"A web series produced in Ticonderoga is an unofficial continuation of the 1960s television series, with elaborate sets and a writer from the original series.","A web series produced in Ticonderoga is an unofficial continuation of the 1960s television series, with elaborate sets and a writer from the original series.","Ticonderoga, NY, resident James Cawley has created online series Start Trek: New Voyages, continuation of original Star Trek series produced by fans of show; production draws both professional and amateur talent to painstakingly reproduce set in building that once housed Family Dollar store.",15,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-thumbWide.jpg"",""widewidth"":""190""}},{""height"":368,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-articleLarge.jpg"",""legacy"":{""xlargeheight"":""368"",""xlargewidth"":""600"",""xlarge"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2015/10/12/nyregion/12STARTREK1/12STARTREK1-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""To Boldly Go Where No Ticonderoga Man Has Gone Before"",""main"":""A \u2018Star Trek\u2019 Dream, Spread From Upstate New York""}","[{""rank"":""1"",""name"":""subject"",""value"":""Television"",""is_major"":""Y""},{""rank"":""2"",""name"":""subject"",""value"":""Web-Original Programming"",""is_major"":""Y""},{""rank"":""3"",""name"":""persons"",""value"":""Cawley, James (1967- )"",""is_major"":""Y""},{""rank"":""4"",""name"":""glocations"",""value"":""Ticonderoga (NY)"",""is_major"":""Y""},{""rank"":""5"",""name"":""creative_works"",""value"":""Star Trek (TV Program)"",""is_major"":""Y""},{""rank"":""6"",""name"":""creative_works"",""value"":""Star Trek: New Voyages (Web-Original Program)"",""is_major"":""N""}]",2015-10-12T00:00:00Z,article,Metro,"N.Y. / Region",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,561b02827988101d11e0d8a9,1281,null
2150,2150,http://www.nytimes.com/2011/04/17/fashion/17PUBLICISTS.html,"As many celebrities establish their own social media accounts, they risk becoming their own worst enemies.","As many celebrities establish their own social media accounts, they risk becoming their own worst enemies.",null,10,[],"The New York Times","[{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2011/04/17/fashion/PUBLICIST/PUBLICIST-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2011/04/17/fashion/PUBLICIST/PUBLICIST-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""In Digital Age, Publicists Try to Keep Clients on Shorter Leash"",""print_headline"":""When Publicists Say \u2018Shh!\u2019"",""main"":""When Publicists Say \u2018Shh!\u2019""}","[{""rank"":""1"",""name"":""subject"",""value"":""Celebrities"",""is_major"":""N""},{""rank"":""2"",""name"":""subject"",""value"":""Social Networking (Internet)"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Careers and Professions"",""is_major"":""N""},{""rank"":""4"",""name"":""subject"",""value"":""Public Relations and Publicity"",""is_major"":""N""}]",2011-04-17T00:00:00Z,article,Styles,"Fashion & Style",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,540cd2c17988100d2d57e5d2,1075,null
1000,1000,http://www.nytimes.com/2010/07/17/movies/17crude.html,"A U.S. appeals court puts limits on Chevron’s access to outtakes of the documentary “Crude.”","A U.S. appeals court puts limits on Chevron’s access to outtakes of the documentary “Crude.”",null,1,[],"The New York Times","[{""height"":315,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2010/07/17/movies/17crude/0717-crude-articleLarge.jpg"",""legacy"":{""xlargeheight"":""315"",""xlargewidth"":""600"",""xlarge"":""images/2010/07/17/movies/17crude/0717-crude-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2010/07/17/movies/17crude/0717-crude-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2010/07/17/movies/17crude/0717-crude-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Director Accepts Limits on Chevron to \u2018Crude\u2019 Footage"",""print_headline"":""Maker of Oil Documentary Applauds Ruling to Turn Over Some Outtakes"",""main"":""Director Accepts Limits on Chevron to Footage""}","[{""rank"":""1"",""name"":""subject"",""value"":""Movies"",""is_major"":""N""},{""rank"":""11"",""name"":""subject"",""value"":""News Sources, Confidential Status of"",""is_major"":""N""},{""rank"":""2"",""name"":""persons"",""value"":""Berlinger, Joe"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Decisions and Verdicts"",""is_major"":""N""},{""rank"":""4"",""name"":""subject"",""value"":""Documentary Films and Programs"",""is_major"":""N""},{""rank"":""5"",""name"":""organizations"",""value"":""Chevron Corp"",""is_major"":""N""},{""rank"":""7"",""name"":""persons"",""value"":""Kaplan, Lewis A"",""is_major"":""N""},{""rank"":""8"",""name"":""subject"",""value"":""Oil (Petroleum) and Gasoline"",""is_major"":""N""},{""rank"":""9"",""name"":""organizations"",""value"":""Texaco Inc"",""is_major"":""N""},{""rank"":""10"",""name"":""subject"",""value"":""First Amendment (US Constitution)"",""is_major"":""N""}]",2010-07-17T00:00:00Z,article,Culture,Movies,null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,54189ac47988106440c98c98,1006,null
11589,11589,http://www.nytimes.com/2015/04/25/world/asia/china-suspends-death-sentence-for-li-yan.html,"The ruling means that after two years of good behavior, the sentence of Li Yan, who killed her husband, will be commuted to life in prison. Later, it may be reduced further.","The ruling means that after two years of good behavior, the sentence of Li Yan, who killed her husband, will be commuted to life in prison. Later, it may be reduced further.","Chinese court suspends death sentence of Li Yan, battered woman who killed her husband following months of domestic abuse; sentence will be commuted to life in prison, and may be reduced further for good behavior.",3,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2015/04/25/world/25CHINA/25CHINA-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2015/04/25/world/25CHINA/25CHINA-thumbWide.jpg"",""widewidth"":""190""}},{""height"":416,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2015/04/25/world/25CHINA/25CHINA-articleLarge.jpg"",""legacy"":{""xlargeheight"":""416"",""xlargewidth"":""600"",""xlarge"":""images/2015/04/25/world/25CHINA/25CHINA-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2015/04/25/world/25CHINA/25CHINA-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2015/04/25/world/25CHINA/25CHINA-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""print_headline"":""Battered Woman Is Spared Execution in China"",""main"":""China, in Suspending Woman\u2019s Death Sentence, Acknowledges Domestic Abuse""}","[{""rank"":""1"",""name"":""glocations"",""value"":""China"",""is_major"":""Y""},{""rank"":""2"",""name"":""persons"",""value"":""Li Yan"",""is_major"":""Y""},{""rank"":""3"",""name"":""subject"",""value"":""Capital Punishment"",""is_major"":""Y""},{""rank"":""4"",""name"":""subject"",""value"":""Domestic Violence"",""is_major"":""Y""},{""rank"":""5"",""name"":""subject"",""value"":""Courts and the Judiciary"",""is_major"":""N""}]",2015-04-25T00:00:00Z,article,Foreign,World,"Asia Pacific","{""person"":[{""rank"":1,""organization"":"""",""middl",News,553a3c7079881032bf56b291,932,null
5630,5630,http://www.nytimes.com/2013/03/24/sports/golf/mcilroy-and-wozniacki-strive-to-be-an-ordinary-couple.html,"The normal dating relationship that Rory McIlroy and Caroline Wozniacki have seemingly achieved is what Tiger Woods and Lindsey Vonn apparently aspire to.","The normal dating relationship that Rory McIlroy and Caroline Wozniacki have seemingly achieved is what Tiger Woods and Lindsey Vonn apparently aspire to.","Tennis star Caroline Wozniacki and golfer Rory McIlroy have achieved an enviable level of privacy and normalcy in their romantic relationship, condition aspired to by new celebrity couple Tiger Woods and Lindsey Vonn.",9,[],"The New York Times","[{""height"":126,""width"":190,""subtype"":""wide"",""type"":""image"",""url"":""images/2013/03/24/sports/mcilroy/mcilroy-thumbWide.jpg"",""legacy"":{""wideheight"":""126"",""wide"":""images/2013/03/24/sports/mcilroy/mcilroy-thumbWide.jpg"",""widewidth"":""190""}},{""height"":537,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2013/03/24/sports/mcilroy/mcilroy-articleLarge.jpg"",""legacy"":{""xlargeheight"":""537"",""xlargewidth"":""600"",""xlarge"":""images/2013/03/24/sports/mcilroy/mcilroy-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2013/03/24/sports/mcilroy/mcilroy-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2013/03/24/sports/mcilroy/mcilroy-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Rory McIlroy and Caroline Wozniacki Strive to Be an Ordinary Couple"",""print_headline"":""A Quest for Privacy While on Center Stage"",""main"":""McIlroy and Wozniacki Striving, With Some Success, for Ordinary""}","[{""rank"":""1"",""name"":""persons"",""value"":""Woods, Tiger"",""is_major"":""N""},{""rank"":""2"",""name"":""persons"",""value"":""Vonn, Lindsey"",""is_major"":""N""},{""rank"":""3"",""name"":""persons"",""value"":""McIlroy, Rory"",""is_major"":""Y""},{""rank"":""4"",""name"":""persons"",""value"":""Wozniacki, Caroline"",""is_major"":""Y""},{""rank"":""5"",""name"":""subject"",""value"":""Golf"",""is_major"":""Y""},{""rank"":""6"",""name"":""subject"",""value"":""Tennis"",""is_major"":""Y""},{""rank"":""7"",""name"":""subject"",""value"":""Dating and Courtship"",""is_major"":""Y""},{""rank"":""8"",""name"":""subject"",""value"":""Skiing"",""is_major"":""N""}]",2013-03-24T00:00:00Z,article,Sports,Sports,Golf,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,514dd7ebfdc5926e77001e32,1183,null
3138,3138,http://www.nytimes.com/2011/11/03/sports/hockey/tattoos-and-piercings-offered-at-islanders-games.html,"Getting a hockey-related tattoo is not mandatory at Tattoo Lou’s Penalty Box, a new booth at select Islanders home games, but “Potvin Forever” has a nice ring to it.","Getting a hockey-related tattoo is not mandatory at Tattoo Lou’s Penalty Box, a new booth at select Islanders home games, but “Potvin Forever” has a nice ring to it.","New York Islanders join with Lou Rubino Jr, commonly known to Long Island residents as Tattoo Lou, to offer their fans hockey related body art at a booth during select home games.",14,[],"The New York Times","[{""height"":340,""width"":600,""subtype"":""xlarge"",""type"":""image"",""url"":""images/2011/11/03/sports/hockey/03tatts-pic/03tatts-pic-articleLarge.jpg"",""legacy"":{""xlargeheight"":""340"",""xlargewidth"":""600"",""xlarge"":""images/2011/11/03/sports/hockey/03tatts-pic/03tatts-pic-articleLarge.jpg""}},{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2011/11/03/sports/hockey/03tatts-pic/03tatts-pic-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2011/11/03/sports/hockey/03tatts-pic/03tatts-pic-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Tattoos and Piercings Offered at Islanders Games"",""print_headline"":""Islanders Are Skating At Junction of Ice and Ink"",""main"":""Islanders Are Skating at Junction of Ice and Ink""}","[{""rank"":""1"",""name"":""subject"",""value"":""Hockey, Ice"",""is_major"":""Y""},{""rank"":""2"",""name"":""subject"",""value"":""Tattoos"",""is_major"":""Y""},{""rank"":""3"",""name"":""organizations"",""value"":""New York Islanders"",""is_major"":""Y""},{""rank"":""4"",""name"":""organizations"",""value"":""Nassau Coliseum"",""is_major"":""N""},{""rank"":""5"",""name"":""persons"",""value"":""Rubino, Lou Jr"",""is_major"":""Y""}]",2011-11-03T00:00:00Z,article,Sports,Sports,Hockey,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,515a8828fdc59278db0051a6,1103,null
4838,4838,http://www.nytimes.com/2012/10/14/world/middleeast/ex-israeli-soldier-shalit-recalls-captivity-under-militants.html,"Gilad Shalit, who was seized by Palestinian militants in a cross-border raid in 2006, said in a rare interview that he feared that if he were left too long, his captors “would make me disappear.”","Gilad Shalit, who was seized by Palestinian militants in a cross-border raid in 2006, said in a rare interview that he feared that if he were left too long, his captors “would make me disappear.”",null,13,[],"The New York Times","[{""height"":75,""width"":75,""subtype"":""thumbnail"",""type"":""image"",""url"":""images/2012/10/14/world/SHALIT/SHALIT-thumbStandard.jpg"",""legacy"":{""thumbnail"":""images/2012/10/14/world/SHALIT/SHALIT-thumbStandard.jpg"",""thumbnailwidth"":""75"",""thumbnailheight"":""75""}}]","{""seo"":""Former Israeli Soldier Shalit Recalls Captivity Under Militants"",""print_headline"":""Israeli Ex-Soldier Recalls Captivity Under Militants"",""main"":""Israeli Ex-Soldier Recalls Captivity Under Militants""}","[{""rank"":""1"",""name"":""persons"",""value"":""Shalit, Gilad"",""is_major"":""N""},{""rank"":""2"",""name"":""glocations"",""value"":""Israel"",""is_major"":""N""},{""rank"":""3"",""name"":""subject"",""value"":""Palestinians"",""is_major"":""N""}]",2012-10-14T00:00:00Z,article,Foreign,World,"Middle East","{""person"":[{""organization"":"""",""rank"":1,""role""",News,507c506e95e998af71186a5f,565,null
2790,2790,http://query.nytimes.com/gst/fullpage.html?res=9B03EEDE123AF936A3575AC0A9679D8B63,"Now 10 years into his mayoralty, Michael R. Bloomberg still tends to view the office of the mayor as akin to a hallway at Bloomberg L.P.     Rules apply as the boss prefers. He wants a deputy mayor to run his foundation, which in turn ladles out...","Now 10 years into his mayoralty, Michael R. Bloomberg still tends to view the office of the mayor as akin to a hallway at Bloomberg L.P. Rules apply as the boss prefers. He wants a deputy mayor to run his foundation, which in turn ladles out dough to constituents' nonprofits? Done. With precious little input, he wants to pick a Park Avenue friend as schools chancellor? Done.",null,16,[],"The New York Times",[],"{""kicker"":""GOTHAM"",""main"":""At City Hall, a Mayor Acting as if He Owns It""}",[],2011-09-05T00:00:00Z,article,"Metropolitan Desk","New York and Region",null,"{""person"":[{""organization"":"""",""rank"":1,""role""",News,4fd2acb58eb7c8105d899c1e,577,null
